provinsi,tahun,bulan,suhu_rata_c,suhu_max_c,suhu_min_c,curah_hujan_mm,kelembapan_pct,kec_angin_ms,sumber,nama_bulan
Banten,2018,8,26.55,30.84,22.91,38.4,74.39,3.41,Open-Meteo ERA5,Agustus
Banten,2018,9,26.96,31.74,22.95,66.5,71.7,3.97,Open-Meteo ERA5,September
Banten,2018,10,27.45,32.02,23.79,120.0,75.19,3.37,Open-Meteo ERA5,Oktober
Banten,2018,11,26.52,30.47,23.77,368.7,83.63,2.86,Open-Meteo ERA5,November
Banten,2018,12,26.35,29.74,23.67,210.5,82.58,3.55,Open-Meteo ERA5,Desember
Banten,2019,1,26.09,29.22,23.55,266.7,86.16,3.81,Open-Meteo ERA5,Januari
Banten,2019,2,26.02,29.39,23.3,290.3,87.46,2.92,Open-Meteo ERA5,Februari
Banten,2019,3,26.15,29.53,23.43,232.5,86.74,3.06,Open-Meteo ERA5,Maret
Banten,2019,4,26.5,30.17,23.71,293.7,87.33,2.5,Open-Meteo ERA5,April
Banten,2019,5,26.58,30.04,23.69,144.8,84.74,2.46,Open-Meteo ERA5,Mei
Banten,2019,6,26.51,30.26,23.21,44.4,81.13,2.64,Open-Meteo ERA5,Juni
Banten,2019,7,26.48,30.91,22.61,29.1,75.35,3.5,Open-Meteo ERA5,Juli
Banten,2019,8,26.53,31.09,22.74,29.9,73.13,3.65,Open-Meteo ERA5,Agustus
Banten,2019,9,27.14,32.15,22.82,27.3,70.53,3.97,Open-Meteo ERA5,September
Banten,2019,10,28.0,33.04,23.64,44.3,68.9,3.49,Open-Meteo ERA5,Oktober
Banten,2019,11,27.98,33.06,23.98,129.4,72.97,3.6,Open-Meteo ERA5,November
Banten,2019,12,26.55,30.36,23.69,317.0,85.48,2.77,Open-Meteo ERA5,Desember
Banten,2020,1,26.17,29.13,23.78,533.0,87.55,3.53,Open-Meteo ERA5,Januari
Banten,2020,2,26.09,29.11,23.8,404.1,88.48,3.51,Open-Meteo ERA5,Februari
Banten,2020,3,26.18,29.42,23.62,490.9,88.61,2.86,Open-Meteo ERA5,Maret
Banten,2020,4,26.5,29.65,23.9,291.5,88.2,2.89,Open-Meteo ERA5,April
Banten,2020,5,26.63,29.91,23.97,223.9,86.9,2.41,Open-Meteo ERA5,Mei
Banten,2020,6,26.27,29.82,23.38,174.9,85.67,2.56,Open-Meteo ERA5,Juni
Banten,2020,7,26.26,30.11,23.04,113.4,81.16,2.89,Open-Meteo ERA5,Juli
Banten,2020,8,26.64,30.95,23.12,108.0,78.61,3.26,Open-Meteo ERA5,Agustus
Banten,2020,9,26.91,31.35,23.34,160.7,78.6,3.19,Open-Meteo ERA5,September
Banten,2020,10,26.95,31.35,23.6,169.0,79.74,2.92,Open-Meteo ERA5,Oktober
Banten,2020,11,26.59,30.48,23.65,192.4,83.33,3.22,Open-Meteo ERA5,November
Banten,2020,12,25.72,28.69,23.62,325.2,86.39,4.05,Open-Meteo ERA5,Desember
Banten,2021,1,25.5,28.24,23.38,279.1,88.06,3.6,Open-Meteo ERA5,Januari
Banten,2021,2,25.63,28.59,23.44,261.5,88.04,4.06,Open-Meteo ERA5,Februari
Banten,2021,3,26.12,29.86,23.13,222.8,85.52,3.1,Open-Meteo ERA5,Maret
Banten,2021,4,26.17,29.58,23.16,217.9,86.0,2.97,Open-Meteo ERA5,April
Banten,2021,5,26.67,30.25,23.69,166.6,85.32,2.74,Open-Meteo ERA5,Mei
Banten,2021,6,25.91,29.58,23.1,226.9,87.1,2.52,Open-Meteo ERA5,Juni
Banten,2021,7,26.16,30.17,22.75,78.3,81.84,2.92,Open-Meteo ERA5,Juli
Banten,2021,8,26.38,30.21,23.06,131.7,81.23,2.84,Open-Meteo ERA5,Agustus
Banten,2021,9,26.38,30.19,23.13,226.0,82.4,2.71,Open-Meteo ERA5,September
Banten,2021,10,26.99,31.78,23.35,161.4,79.03,3.17,Open-Meteo ERA5,Oktober
Banten,2021,11,26.25,29.94,23.45,253.4,84.0,2.92,Open-Meteo ERA5,November
Banten,2021,12,26.13,29.92,23.35,332.4,85.26,3.05,Open-Meteo ERA5,Desember
Banten,2022,1,26.16,30.0,23.03,190.8,83.48,3.54,Open-Meteo ERA5,Januari
Banten,2022,2,26.06,29.68,23.31,238.6,83.46,3.52,Open-Meteo ERA5,Februari
Banten,2022,3,26.35,30.15,23.31,230.2,84.1,3.3,Open-Meteo ERA5,Maret
Banten,2022,4,26.53,30.64,23.53,232.4,83.2,3.02,Open-Meteo ERA5,April
Banten,2022,5,26.4,30.39,23.51,227.9,85.58,2.7,Open-Meteo ERA5,Mei
Banten,2022,6,25.65,29.62,22.74,222.8,85.5,2.63,Open-Meteo ERA5,Juni
Banten,2022,7,26.06,29.89,22.94,214.9,83.03,2.8,Open-Meteo ERA5,Juli
Banten,2022,8,26.22,30.59,22.88,137.7,81.35,2.93,Open-Meteo ERA5,Agustus
Banten,2022,9,26.22,30.64,22.87,150.4,81.3,2.8,Open-Meteo ERA5,September
Banten,2022,10,26.01,30.18,23.09,409.2,84.13,3.06,Open-Meteo ERA5,Oktober
Banten,2022,11,26.22,30.16,23.25,204.2,83.13,3.23,Open-Meteo ERA5,November
Banten,2022,12,26.14,29.91,23.25,226.1,82.61,3.31,Open-Meteo ERA5,Desember
Banten,2023,1,26.02,29.57,23.13,185.8,82.45,3.72,Open-Meteo ERA5,Januari
Banten,2023,2,25.56,28.86,23.06,292.7,85.25,3.95,Open-Meteo ERA5,Februari
Banten,2023,3,25.78,29.29,23.08,234.1,86.19,3.18,Open-Meteo ERA5,Maret
Banten,2023,4,26.63,30.68,23.35,88.6,81.83,2.9,Open-Meteo ERA5,April
Banten,2023,5,26.86,30.83,23.66,136.3,83.35,2.85,Open-Meteo ERA5,Mei
Banten,2023,6,26.41,30.48,23.19,168.8,83.37,2.73,Open-Meteo ERA5,Juni
Banten,2023,7,26.6,31.29,23.16,134.3,79.26,2.92,Open-Meteo ERA5,Juli
Banten,2023,8,27.57,33.01,23.22,35.5,71.1,3.41,Open-Meteo ERA5,Agustus
Banten,2023,9,28.28,34.23,23.48,45.2,63.3,4.19,Open-Meteo ERA5,September
Banten,2023,10,28.68,34.7,24.2,80.9,68.26,3.81,Open-Meteo ERA5,Oktober
Banten,2023,11,27.79,33.2,24.21,200.4,78.23,3.25,Open-Meteo ERA5,November
Banten,2023,12,27.45,32.49,23.54,176.9,78.1,3.38,Open-Meteo ERA5,Desember
Banten,2024,1,26.64,30.65,23.73,378.2,85.32,3.16,Open-Meteo ERA5,Januari
Banten,2024,2,26.62,30.26,23.83,312.5,86.62,3.08,Open-Meteo ERA5,Februari
Banten,2024,3,26.68,30.44,23.98,288.2,85.81,3.56,Open-Meteo ERA5,Maret
Banten,2024,4,26.98,30.92,24.16,275.1,86.93,2.62,Open-Meteo ERA5,April
Banten,2024,5,27.26,31.0,24.47,237.7,84.48,2.65,Open-Meteo ERA5,Mei
Banten,2024,6,26.77,30.99,23.54,150.2,83.53,2.73,Open-Meteo ERA5,Juni
Banten,2024,7,26.6,31.09,22.91,118.1,77.71,3.0,Open-Meteo ERA5,Juli
Banten,2024,8,27.81,33.1,23.58,44.1,70.97,3.4,Open-Meteo ERA5,Agustus
Banten,2024,9,28.0,33.45,24.0,115.4,71.2,3.73,Open-Meteo ERA5,September
Banten,2024,10,28.71,34.75,24.25,58.5,68.48,4.01,Open-Meteo ERA5,Oktober
Banten,2024,11,27.11,32.16,24.1,297.0,83.03,3.36,Open-Meteo ERA5,November
Banten,2024,12,26.57,30.04,24.16,301.3,84.55,4.22,Open-Meteo ERA5,Desember
Bengkulu,2015,1,25.12,27.77,22.98,229.9,86.35,3.37,Open-Meteo ERA5,Januari
Bengkulu,2015,2,25.59,28.78,23.21,311.4,86.68,2.96,Open-Meteo ERA5,Februari
Bengkulu,2015,3,25.85,28.76,23.5,208.5,84.32,3.11,Open-Meteo ERA5,Maret
Bengkulu,2015,4,25.64,28.41,23.63,302.4,87.9,2.9,Open-Meteo ERA5,April
Bengkulu,2015,5,26.11,29.07,23.75,183.9,87.42,2.84,Open-Meteo ERA5,Mei
Bengkulu,2015,6,25.99,28.83,23.69,152.2,86.37,2.91,Open-Meteo ERA5,Juni
Bengkulu,2015,7,25.69,28.97,23.21,93.5,83.94,3.3,Open-Meteo ERA5,Juli
Bengkulu,2015,8,25.86,28.93,23.52,96.9,83.77,4.12,Open-Meteo ERA5,Agustus
Bengkulu,2015,9,25.81,29.12,23.65,65.6,83.2,5.17,Open-Meteo ERA5,September
Bengkulu,2015,10,26.06,29.39,23.63,78.6,87.1,4.69,Open-Meteo ERA5,Oktober
Bengkulu,2015,11,25.38,28.2,23.43,429.4,90.67,3.27,Open-Meteo ERA5,November
Bengkulu,2015,12,25.46,28.04,23.54,396.2,88.0,3.31,Open-Meteo ERA5,Desember
Bengkulu,2016,1,26.31,29.29,24.14,463.5,87.35,3.14,Open-Meteo ERA5,Januari
Bengkulu,2016,2,26.3,29.29,24.04,380.7,86.07,2.74,Open-Meteo ERA5,Februari
Bengkulu,2016,3,26.56,29.61,24.42,400.0,87.16,2.81,Open-Meteo ERA5,Maret
Bengkulu,2016,4,26.43,29.2,24.4,313.9,88.77,2.7,Open-Meteo ERA5,April
Bengkulu,2016,5,26.51,29.25,24.51,313.1,87.81,2.66,Open-Meteo ERA5,Mei
Bengkulu,2016,6,26.12,28.94,23.83,109.7,83.57,2.92,Open-Meteo ERA5,Juni
Bengkulu,2016,7,25.83,28.66,23.54,127.9,85.61,3.06,Open-Meteo ERA5,Juli
Bengkulu,2016,8,25.53,28.14,23.4,156.7,84.94,2.96,Open-Meteo ERA5,Agustus
Bengkulu,2016,9,25.33,27.95,23.43,199.6,86.97,3.47,Open-Meteo ERA5,September
Bengkulu,2016,10,25.0,27.49,23.21,207.6,88.06,3.67,Open-Meteo ERA5,Oktober
Bengkulu,2016,11,25.34,27.82,23.57,362.7,88.27,3.12,Open-Meteo ERA5,November
Bengkulu,2016,12,25.1,27.41,23.47,246.7,85.77,4.8,Open-Meteo ERA5,Desember
Bengkulu,2017,1,25.55,28.52,23.19,352.3,88.32,4.67,Open-Meteo ERA5,Januari
Bengkulu,2017,2,25.28,28.42,23.0,477.3,90.54,3.78,Open-Meteo ERA5,Februari
Bengkulu,2017,3,26.05,29.43,23.25,345.6,87.0,3.67,Open-Meteo ERA5,Maret
Bengkulu,2017,4,25.79,29.04,23.46,413.1,90.5,3.42,Open-Meteo ERA5,April
Bengkulu,2017,5,26.21,29.56,23.94,441.0,91.29,3.03,Open-Meteo ERA5,Mei
Bengkulu,2017,6,25.87,29.39,23.2,311.0,89.23,3.01,Open-Meteo ERA5,Juni
Bengkulu,2017,7,25.49,28.85,23.05,286.8,89.74,3.22,Open-Meteo ERA5,Juli
Bengkulu,2017,8,25.67,29.04,23.19,213.9,88.39,4.07,Open-Meteo ERA5,Agustus
Bengkulu,2017,9,25.75,29.02,23.42,310.6,89.03,4.18,Open-Meteo ERA5,September
Bengkulu,2017,10,25.71,29.05,23.27,415.7,89.65,3.31,Open-Meteo ERA5,Oktober
Bengkulu,2017,11,25.59,28.66,23.5,447.9,90.23,3.98,Open-Meteo ERA5,November
Bengkulu,2017,12,25.31,28.04,23.23,436.2,90.71,4.32,Open-Meteo ERA5,Desember
Bengkulu,2018,1,25.66,28.61,23.1,190.3,85.9,4.34,Open-Meteo ERA5,Januari
Bengkulu,2018,2,25.59,29.0,23.0,198.6,89.5,3.24,Open-Meteo ERA5,Februari
Bengkulu,2018,3,25.59,29.01,23.21,438.3,90.39,3.16,Open-Meteo ERA5,Maret
Bengkulu,2018,4,25.9,29.42,23.45,336.8,90.43,3.04,Open-Meteo ERA5,April
Bengkulu,2018,5,26.06,29.69,23.56,425.6,90.65,3.0,Open-Meteo ERA5,Mei
Bengkulu,2018,6,26.07,29.63,23.33,174.2,89.03,3.27,Open-Meteo ERA5,Juni
Bengkulu,2018,7,25.53,28.95,22.79,207.4,87.45,4.29,Open-Meteo ERA5,Juli
Bengkulu,2018,8,25.25,28.44,22.79,380.8,88.61,4.48,Open-Meteo ERA5,Agustus
Bengkulu,2018,9,25.64,29.0,22.97,124.3,86.2,4.87,Open-Meteo ERA5,September
Bengkulu,2018,10,25.59,28.89,23.22,365.2,90.71,4.02,Open-Meteo ERA5,Oktober
Bengkulu,2018,11,25.34,28.43,23.24,628.4,92.53,3.42,Open-Meteo ERA5,November
Bengkulu,2018,12,25.55,28.68,23.24,429.5,90.55,3.54,Open-Meteo ERA5,Desember
Bengkulu,2019,1,25.7,28.98,23.24,416.7,89.55,3.76,Open-Meteo ERA5,Januari
Bengkulu,2019,2,26.06,29.68,23.5,305.1,89.57,3.16,Open-Meteo ERA5,Februari
Bengkulu,2019,3,25.98,29.4,23.29,314.7,89.45,3.66,Open-Meteo ERA5,Maret
Bengkulu,2019,4,26.34,29.71,23.85,581.5,90.03,3.01,Open-Meteo ERA5,April
Bengkulu,2019,5,26.47,30.05,23.61,211.8,88.71,3.26,Open-Meteo ERA5,Mei
Bengkulu,2019,6,26.23,29.62,23.89,323.4,90.23,3.68,Open-Meteo ERA5,Juni
Bengkulu,2019,7,25.95,29.46,23.09,85.5,86.03,4.67,Open-Meteo ERA5,Juli
Bengkulu,2019,8,25.52,29.1,22.84,22.8,81.84,5.82,Open-Meteo ERA5,Agustus
Bengkulu,2019,9,25.88,29.81,22.89,21.0,81.23,5.98,Open-Meteo ERA5,September
Bengkulu,2019,10,25.74,29.31,23.15,104.0,83.97,5.93,Open-Meteo ERA5,Oktober
Bengkulu,2019,11,26.08,30.08,22.94,102.3,85.37,4.79,Open-Meteo ERA5,November
Bengkulu,2019,12,25.56,28.87,23.21,390.1,92.13,2.81,Open-Meteo ERA5,Desember
Bengkulu,2020,1,25.92,29.21,23.55,399.0,90.84,3.4,Open-Meteo ERA5,Januari
Bengkulu,2020,2,26.31,29.88,23.8,357.1,89.52,3.18,Open-Meteo ERA5,Februari
Bengkulu,2020,3,26.35,29.8,23.94,440.1,89.84,3.39,Open-Meteo ERA5,Maret
Bengkulu,2020,4,26.3,29.66,23.94,393.8,91.47,3.04,Open-Meteo ERA5,April
Bengkulu,2020,5,26.81,30.28,24.2,285.9,89.48,3.56,Open-Meteo ERA5,Mei
Bengkulu,2020,6,26.16,29.69,23.65,305.7,89.87,3.21,Open-Meteo ERA5,Juni
Bengkulu,2020,7,26.23,29.98,23.55,207.8,87.23,3.97,Open-Meteo ERA5,Juli
Bengkulu,2020,8,26.37,30.2,23.3,140.5,86.87,3.91,Open-Meteo ERA5,Agustus
Bengkulu,2020,9,25.8,29.24,23.3,326.4,88.57,4.55,Open-Meteo ERA5,September
Bengkulu,2020,10,25.58,28.65,23.34,498.9,90.32,3.23,Open-Meteo ERA5,Oktober
Bengkulu,2020,11,25.66,28.77,23.38,485.4,91.27,3.34,Open-Meteo ERA5,November
Bengkulu,2020,12,25.63,28.25,23.33,339.1,88.87,4.16,Open-Meteo ERA5,Desember
Bengkulu,2021,1,25.83,29.09,23.29,252.4,87.71,3.65,Open-Meteo ERA5,Januari
Bengkulu,2021,2,26.2,29.7,23.39,171.9,87.04,3.98,Open-Meteo ERA5,Februari
Bengkulu,2021,3,25.87,29.34,23.35,344.5,89.74,3.38,Open-Meteo ERA5,Maret
Bengkulu,2021,4,26.05,29.29,23.56,270.0,89.67,3.58,Open-Meteo ERA5,April
Bengkulu,2021,5,26.26,29.88,23.77,433.3,91.29,2.95,Open-Meteo ERA5,Mei
Bengkulu,2021,6,25.78,29.3,23.13,304.1,89.5,3.12,Open-Meteo ERA5,Juni
Bengkulu,2021,7,25.65,29.45,22.66,224.6,87.97,3.42,Open-Meteo ERA5,Juli
Bengkulu,2021,8,25.49,28.8,23.09,432.8,90.68,3.15,Open-Meteo ERA5,Agustus
Bengkulu,2021,9,25.7,29.21,23.24,518.5,89.97,3.87,Open-Meteo ERA5,September
Bengkulu,2021,10,25.61,29.09,23.1,399.5,89.97,3.47,Open-Meteo ERA5,Oktober
Bengkulu,2021,11,25.8,29.07,23.26,198.1,87.73,4.17,Open-Meteo ERA5,November
Bengkulu,2021,12,25.58,28.99,23.07,398.8,89.84,3.89,Open-Meteo ERA5,Desember
Bengkulu,2022,1,25.7,29.48,22.88,261.0,88.61,3.34,Open-Meteo ERA5,Januari
Bengkulu,2022,2,26.1,29.76,23.05,220.5,84.18,3.7,Open-Meteo ERA5,Februari
Bengkulu,2022,3,26.29,29.72,23.3,193.3,85.74,4.1,Open-Meteo ERA5,Maret
Bengkulu,2022,4,26.14,29.82,23.32,250.2,87.47,3.52,Open-Meteo ERA5,April
Bengkulu,2022,5,26.57,30.25,23.77,193.3,86.48,3.58,Open-Meteo ERA5,Mei
Bengkulu,2022,6,25.33,28.89,22.92,588.6,90.6,3.23,Open-Meteo ERA5,Juni
Bengkulu,2022,7,25.64,29.39,22.77,273.6,88.9,3.28,Open-Meteo ERA5,Juli
Bengkulu,2022,8,25.39,28.99,22.85,466.4,89.84,3.37,Open-Meteo ERA5,Agustus
Bengkulu,2022,9,25.31,28.9,22.78,369.5,89.23,3.23,Open-Meteo ERA5,September
Bengkulu,2022,10,25.1,28.27,22.93,498.1,90.97,3.41,Open-Meteo ERA5,Oktober
Bengkulu,2022,11,25.16,28.22,22.96,486.1,91.0,4.27,Open-Meteo ERA5,November
Bengkulu,2022,12,25.58,28.67,22.91,305.8,87.19,4.16,Open-Meteo ERA5,Desember
Bengkulu,2023,1,25.17,28.35,22.83,372.2,89.81,3.92,Open-Meteo ERA5,Januari
Bengkulu,2023,2,25.82,29.29,23.07,282.9,86.71,4.48,Open-Meteo ERA5,Februari
Bengkulu,2023,3,25.5,29.38,22.95,378.3,90.16,3.47,Open-Meteo ERA5,Maret
Bengkulu,2023,4,25.88,29.53,23.19,303.4,90.1,3.36,Open-Meteo ERA5,April
Bengkulu,2023,5,26.58,30.26,23.83,217.5,88.94,3.49,Open-Meteo ERA5,Mei
Bengkulu,2023,6,25.91,29.66,23.27,312.3,90.73,3.32,Open-Meteo ERA5,Juni
Bengkulu,2023,7,25.62,29.15,22.95,342.6,89.65,3.76,Open-Meteo ERA5,Juli
Bengkulu,2023,8,25.72,29.51,22.88,153.0,87.29,4.69,Open-Meteo ERA5,Agustus
Bengkulu,2023,9,25.56,29.49,22.52,28.7,82.17,5.7,Open-Meteo ERA5,September
Bengkulu,2023,10,25.97,29.96,23.26,148.7,86.19,4.98,Open-Meteo ERA5,Oktober
Bengkulu,2023,11,25.5,28.94,23.15,320.7,92.13,3.38,Open-Meteo ERA5,November
Bengkulu,2023,12,25.99,29.74,23.19,212.1,89.13,3.71,Open-Meteo ERA5,Desember
Bengkulu,2024,1,25.91,29.49,23.37,585.8,90.42,3.09,Open-Meteo ERA5,Januari
Bengkulu,2024,2,26.08,30.07,23.52,627.1,90.59,2.98,Open-Meteo ERA5,Februari
Bengkulu,2024,3,26.47,30.16,23.74,362.7,88.58,3.65,Open-Meteo ERA5,Maret
Bengkulu,2024,4,26.41,30.48,23.88,446.2,91.67,3.07,Open-Meteo ERA5,April
Bengkulu,2024,5,26.71,30.54,24.22,365.3,90.55,3.06,Open-Meteo ERA5,Mei
Bengkulu,2024,6,26.17,30.23,23.46,364.7,90.3,3.24,Open-Meteo ERA5,Juni
Bengkulu,2024,7,26.27,30.29,23.05,156.3,85.29,3.86,Open-Meteo ERA5,Juli
Bengkulu,2024,8,26.17,30.39,23.15,151.9,85.58,4.91,Open-Meteo ERA5,Agustus
Bengkulu,2024,9,26.5,30.59,23.26,135.1,83.07,4.5,Open-Meteo ERA5,September
Bengkulu,2024,10,26.46,30.83,23.05,196.5,82.97,4.21,Open-Meteo ERA5,Oktober
Bengkulu,2024,11,26.06,29.96,23.64,330.3,88.53,3.37,Open-Meteo ERA5,November
Bengkulu,2024,12,26.42,29.55,23.85,348.8,85.0,5.27,Open-Meteo ERA5,Desember
DI Yogyakarta,2015,1,24.88,28.14,22.5,267.5,88.35,3.42,Open-Meteo ERA5,Januari
DI Yogyakarta,2015,2,25.05,28.69,22.44,323.2,88.93,2.97,Open-Meteo ERA5,Februari
DI Yogyakarta,2015,3,25.2,29.03,22.61,331.8,88.77,2.82,Open-Meteo ERA5,Maret
DI Yogyakarta,2015,4,25.38,28.97,22.92,476.0,89.27,2.59,Open-Meteo ERA5,April
DI Yogyakarta,2015,5,25.05,29.04,21.49,96.3,85.65,3.05,Open-Meteo ERA5,Mei
DI Yogyakarta,2015,6,24.81,29.26,20.81,48.1,82.77,3.87,Open-Meteo ERA5,Juni
DI Yogyakarta,2015,7,24.82,29.84,20.74,13.4,79.1,4.08,Open-Meteo ERA5,Juli
DI Yogyakarta,2015,8,24.49,29.98,20.26,9.3,77.9,4.61,Open-Meteo ERA5,Agustus
DI Yogyakarta,2015,9,24.84,30.58,21.15,1.7,77.0,5.02,Open-Meteo ERA5,September
DI Yogyakarta,2015,10,26.32,32.32,22.17,14.6,76.23,5.05,Open-Meteo ERA5,Oktober
DI Yogyakarta,2015,11,26.13,30.3,23.14,275.7,84.37,3.58,Open-Meteo ERA5,November
DI Yogyakarta,2015,12,25.5,28.92,23.22,446.1,89.35,3.05,Open-Meteo ERA5,Desember
DI Yogyakarta,2016,1,26.21,29.96,23.56,317.9,87.74,2.65,Open-Meteo ERA5,Januari
DI Yogyakarta,2016,2,25.34,28.42,23.18,387.7,90.9,2.84,Open-Meteo ERA5,Februari
DI Yogyakarta,2016,3,26.12,29.6,23.56,348.0,89.03,2.51,Open-Meteo ERA5,Maret
DI Yogyakarta,2016,4,26.19,29.93,23.44,326.8,88.0,2.38,Open-Meteo ERA5,April
DI Yogyakarta,2016,5,26.16,29.87,23.35,232.5,88.23,2.39,Open-Meteo ERA5,Mei
DI Yogyakarta,2016,6,25.42,29.05,22.58,389.5,87.9,2.47,Open-Meteo ERA5,Juni
DI Yogyakarta,2016,7,25.33,29.1,22.26,161.8,86.65,2.89,Open-Meteo ERA5,Juli
DI Yogyakarta,2016,8,25.13,28.96,21.87,121.9,84.16,3.35,Open-Meteo ERA5,Agustus
DI Yogyakarta,2016,9,25.48,29.24,22.71,341.9,86.5,3.13,Open-Meteo ERA5,September
DI Yogyakarta,2016,10,25.3,28.75,23.0,492.3,89.35,2.85,Open-Meteo ERA5,Oktober
DI Yogyakarta,2016,11,25.26,28.69,22.95,417.5,90.5,2.95,Open-Meteo ERA5,November
DI Yogyakarta,2016,12,25.09,28.24,22.94,350.3,87.81,3.93,Open-Meteo ERA5,Desember
DI Yogyakarta,2017,1,25.47,29.14,23.0,265.8,85.84,3.72,Open-Meteo ERA5,Januari
DI Yogyakarta,2017,2,25.28,29.11,22.76,378.0,86.5,3.52,Open-Meteo ERA5,Februari
DI Yogyakarta,2017,3,25.76,29.61,23.02,191.3,85.65,3.25,Open-Meteo ERA5,Maret
DI Yogyakarta,2017,4,25.83,29.52,23.3,279.0,86.2,3.0,Open-Meteo ERA5,April
DI Yogyakarta,2017,5,25.99,29.95,22.85,122.4,82.81,3.35,Open-Meteo ERA5,Mei
DI Yogyakarta,2017,6,25.87,30.32,22.61,105.2,81.47,3.28,Open-Meteo ERA5,Juni
DI Yogyakarta,2017,7,25.24,29.88,21.63,35.4,77.71,4.48,Open-Meteo ERA5,Juli
DI Yogyakarta,2017,8,25.29,30.94,21.08,9.6,73.58,5.3,Open-Meteo ERA5,Agustus
DI Yogyakarta,2017,9,25.96,31.59,22.19,87.5,74.33,4.78,Open-Meteo ERA5,September
DI Yogyakarta,2017,10,25.66,29.25,23.05,192.5,84.1,3.47,Open-Meteo ERA5,Oktober
DI Yogyakarta,2017,11,25.21,28.52,23.02,551.2,87.53,3.39,Open-Meteo ERA5,November
DI Yogyakarta,2017,12,25.55,29.09,22.96,166.8,84.23,4.08,Open-Meteo ERA5,Desember
DI Yogyakarta,2018,1,25.21,28.63,22.84,434.6,86.26,3.8,Open-Meteo ERA5,Januari
DI Yogyakarta,2018,2,25.26,28.94,22.69,271.1,86.5,3.58,Open-Meteo ERA5,Februari
DI Yogyakarta,2018,3,25.61,29.55,22.81,182.0,85.23,3.36,Open-Meteo ERA5,Maret
DI Yogyakarta,2018,4,26.36,30.55,23.19,110.3,82.8,3.16,Open-Meteo ERA5,April
DI Yogyakarta,2018,5,26.97,32.65,22.57,54.8,73.94,3.82,Open-Meteo ERA5,Mei
DI Yogyakarta,2018,6,26.37,32.35,21.92,31.0,73.23,4.6,Open-Meteo ERA5,Juni
DI Yogyakarta,2018,7,24.87,31.36,19.83,8.4,70.9,5.06,Open-Meteo ERA5,Juli
DI Yogyakarta,2018,8,24.69,30.44,20.19,17.9,72.03,5.06,Open-Meteo ERA5,Agustus
DI Yogyakarta,2018,9,25.59,31.03,21.57,39.8,73.87,4.65,Open-Meteo ERA5,September
DI Yogyakarta,2018,10,26.8,32.54,22.48,36.9,72.58,4.88,Open-Meteo ERA5,Oktober
DI Yogyakarta,2018,11,26.15,29.83,23.46,457.5,84.07,3.4,Open-Meteo ERA5,November
DI Yogyakarta,2018,12,25.66,28.63,23.6,271.0,86.45,3.94,Open-Meteo ERA5,Desember
DI Yogyakarta,2019,1,25.65,29.35,23.25,447.3,88.0,3.63,Open-Meteo ERA5,Januari
DI Yogyakarta,2019,2,25.92,29.8,23.15,343.5,87.32,2.97,Open-Meteo ERA5,Februari
DI Yogyakarta,2019,3,25.58,29.14,23.06,423.4,87.65,3.26,Open-Meteo ERA5,Maret
DI Yogyakarta,2019,4,26.43,30.39,23.6,214.7,85.63,3.07,Open-Meteo ERA5,April
DI Yogyakarta,2019,5,26.73,31.54,22.73,47.3,76.84,3.67,Open-Meteo ERA5,Mei
DI Yogyakarta,2019,6,25.84,32.41,20.73,6.4,70.43,4.96,Open-Meteo ERA5,Juni
DI Yogyakarta,2019,7,25.45,32.33,20.38,7.4,70.29,5.56,Open-Meteo ERA5,Juli
DI Yogyakarta,2019,8,25.29,32.15,20.16,5.0,69.35,5.56,Open-Meteo ERA5,Agustus
DI Yogyakarta,2019,9,26.14,33.75,21.01,3.3,67.47,5.77,Open-Meteo ERA5,September
DI Yogyakarta,2019,10,27.13,33.74,22.69,35.0,71.23,5.05,Open-Meteo ERA5,Oktober
DI Yogyakarta,2019,11,26.96,32.1,23.19,123.1,76.43,3.89,Open-Meteo ERA5,November
DI Yogyakarta,2019,12,26.45,30.62,23.7,311.3,85.97,3.01,Open-Meteo ERA5,Desember
DI Yogyakarta,2020,1,26.13,29.81,23.41,239.7,86.13,3.47,Open-Meteo ERA5,Januari
DI Yogyakarta,2020,2,25.98,29.72,23.54,302.1,88.86,3.22,Open-Meteo ERA5,Februari
DI Yogyakarta,2020,3,26.1,29.92,23.42,548.1,88.13,3.12,Open-Meteo ERA5,Maret
DI Yogyakarta,2020,4,26.46,30.31,23.5,210.8,86.73,2.77,Open-Meteo ERA5,April
DI Yogyakarta,2020,5,26.78,30.68,23.73,187.3,83.81,3.26,Open-Meteo ERA5,Mei
DI Yogyakarta,2020,6,25.84,30.04,22.41,72.9,82.3,3.57,Open-Meteo ERA5,Juni
DI Yogyakarta,2020,7,25.58,30.84,21.35,23.0,76.45,4.28,Open-Meteo ERA5,Juli
DI Yogyakarta,2020,8,25.9,31.97,21.43,43.4,75.39,4.67,Open-Meteo ERA5,Agustus
DI Yogyakarta,2020,9,26.68,32.21,22.62,68.2,73.7,4.91,Open-Meteo ERA5,September
DI Yogyakarta,2020,10,26.13,30.54,23.25,248.5,82.03,3.77,Open-Meteo ERA5,Oktober
DI Yogyakarta,2020,11,25.88,29.56,23.29,452.0,87.17,3.36,Open-Meteo ERA5,November
DI Yogyakarta,2020,12,25.28,28.73,22.95,399.8,88.26,3.69,Open-Meteo ERA5,Desember
